outcode,property_type,n_i,avg_price,sd,threshold
B27,S,469,157478.97867803837,47519.59453025727,128e3
B27,T,672,128803.61607142857,35966.394410969355,111590.0
B28,D,259,254539.4633204633,67149.21669316357,219970.0
B28,F,212,104769.18867924529,33346.66209337778,80750.0
B28,O,18,489897.1666666667,897910.5959738683,128750.0
B28,S,1017,198973.3284169125,48728.493294279244,172400.0
B28,T,572,168698.12062937062,50647.2626867922,138e3
B29,D,183,360111.2568306011,164260.33850683106,25e4
B29,F,122,99736.4262295082,33604.570460725794,76650.0
B29,O,18,1305115.8333333333,1781589.7871698171,264999.99999999994
